instruction,action
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the blue building on your right as a landmark to help guide your turn.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already inside and take the second exit to stay on the main road. Look out for the green sign indicating the upcoming shopping district.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the downtown area. Stay in the middle lane to prepare for a left turn at the traffic light after the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to your left. Keep an eye out for the blue office building on the corner as your landmark.""",['Take Exit']
"""Approaching the roundabout, yield to any incoming traffic and take the second exit to continue on the main road. Look out for the blue office building on your right as a reference point for the turn.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, heading towards the tall clock tower in the distance.""",['Take Exit']
"""Proceed through the roundabout and take the second exit to continue on Main Street. Look out for the blue building with a clock tower on your right as a point of reference.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Continue straight for half a mile until you reach the traffic light at the intersection with Main Street.""","['Take Exit', 'Go Straight']"
"""Proceed through the roundabout and take the second exit. Continue driving straight until you reach the traffic lights at the intersection with Main Street. Turn left onto Main Street and follow it for 2 miles, then look for a blue sign indicating the entrance to the parking garage on your right. Drive up to the third level and park in the designated spot.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the traffic circle, yield to vehicles already inside, and take the second exit to continue on the main road. Look out for the statue of the town's founder on your right as you exit the circle.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the large blue water tower on your right for reference as you navigate the roundabout.""",['Take Exit']
"""Take the upcoming left turn onto Main Street, then continue straight for two blocks until you reach the traffic light at Oak Avenue. Make a right turn at the light and proceed up the hill until you see the blue building on the left, that's your final destination. You can safely pull over and stop in front of the building.""","['Turn Left', 'Turn Right', 'Go Straight', 'Slow Down']"
"""Take the next left after the traffic light, you'll see a blue building on your right. Continue for 2 miles until you reach the roundabout, then take the second exit.""","['Turn Left', 'Take Exit']"
"""Proceed through the traffic light and take the second left turn after the blue bank building. Stay in the right lane as you approach the roundabout, then take the third exit to continue on Main Street.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Look for the blue building on your right after exiting, that's where you need to drop off the passenger.""",['Take Exit']
"""Approaching the traffic circle, navigate to the third exit and follow the signs for the downtown area. Be prepared to yield to any pedestrians at the crosswalk before proceeding.""",['Take Exit']
"""Approach the roundabout and take the second exit, staying in the right lane as you continue along the tree-lined boulevard. Watch for pedestrians crossing at the crosswalk ahead.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, heading towards the large water fountain in the center of the square.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic already inside, then take the second exit to continue on Main Street. Watch out for pedestrians crossing.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already inside and take the second exit towards the residential area. Watch out for pedestrians at the crosswalk right after you exit the roundabout.""",['Take Exit']
"""Take the next left onto Maple Street, where you'll see the blue house with a white picket fence on the corner. Proceed straight until you reach the traffic light, then make a right turn at the intersection with the tall office building on your left.""",['Turn Left']
"""Approaching the third traffic light, prepare to make a left turn onto Main Street. Look out for the blue building with the red signage on the corner, that's your cue to turn.""",['Turn Left']
"""Approaching the roundabout, yield to vehicles already inside, then take the second exit towards the city center. Look out for pedestrians crossing at the crosswalk nearby.""",['Take Exit']
"""Approaching the roundabout, yield to any incoming traffic and take the second exit towards the city center. Watch out for pedestrians crossing the street as you exit the roundabout.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Look out for the statue of the town's founder on your right as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic already in the circle, then take the second exit to continue on Elm Street. Look out for the statue of the horse on your left as a landmark.""",['Take Exit']
"""Proceed straight through the roundabout and take the second exit, which leads you onto the bridge over the river. Watch for the traffic lights at the end of the bridge to know when to stop.""","['Take Exit', 'Go Straight']"
"""Approach the roundabout and take the second exit, staying in the left lane to continue straight ahead. You will see a blue statue on your right as you exit the roundabout, which will be your landmark to turn left onto Elm Street.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic from the left and take the second exit, heading towards the large clock tower in the town square.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit to continue on the main road. Look out for the statue of the famous local artist on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, heading towards the tall office building with the blue glass facade on your right.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit. Follow the road until you reach the pedestrian crossing, then proceed with caution as you continue down the street.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles on your left, then take the second exit towards the downtown area. Look for the clock tower on your right as a reference point for navigation.""",['Take Exit']
"""Approaching the roundabout, yield to the oncoming traffic from your left and then take the second exit towards downtown. Watch out for pedestrians at the crosswalk as you navigate through the roundabout.""",['Take Exit']
"""Continue driving for two more miles, then make a left turn onto Maple Street where you'll see a large clock tower on your right. Proceed straight on Maple Street until you reach the third traffic light and make a right turn.""",['Turn Left']
"""Approaching the traffic circle, yield to vehicles already in the circle, then take the second exit towards the residential area. Watch out for pedestrians crossing the street.""",['Take Exit']
"""Upon approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the large statue of a horse on your right for confirmation that you've taken the correct exit.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit towards the city center. Look out for pedestrians crossing the street near the fountain.""",['Take Exit']
"""Approaching the roundabout ahead, yield to oncoming traffic and then take the second exit to continue on the main road. You should see the park entrance sign right after exiting.""",['Take Exit']
"""Make a left turn onto Oak Street after passing the park with the large fountain on your right. Proceed straight on Oak Street for two blocks, then turn right onto Pine Avenue. Continue on Pine Avenue until you reach the second traffic light, then make a U-turn and park in the lot on your right side.""","['Turn Left', 'Turn Right', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, heading towards the lighthouse. Stay in the left lane and follow the curve to the right, avoiding the pedestrian crossing ahead.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already in the circle and then take the second exit. Watch for pedestrians at the crosswalk.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already inside, then take the second exit to continue on Main Street. Look out for the park on your right as you navigate the roundabout.""",['Take Exit']
"""Proceed through the roundabout and take the second exit, then follow the road past the park on your right until you reach the traffic light. Make a left turn onto Main Street and continue for two blocks before making a right onto Elm Avenue.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic from the left and take the second exit. Continue straight ahead until you reach the traffic lights by the hospital, where you will turn left.""",['Take Exit']
"""Approaching the roundabout, yield to the vehicles already inside, then take the second exit to continue on the main road. Watch out for pedestrians crossing the crosswalk nearby.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Watch out for pedestrians crossing the crosswalk on your right.""",['Take Exit']
"""Continue through the roundabout and take the second exit. Look out for the blue building on the right - that's where you'll need to make a left turn onto Main Street.""","['Turn Left', 'Take Exit']"
"4. ""Take the upcoming roundabout, and at the third exit, continue on Main Street. You'll see the park on your right-hand side.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and continue straight for 500 meters until you reach the bridge over the river. Once on the bridge, maintain a steady speed and be prepared for strong crosswinds.""","['Take Exit', 'Go Straight', 'Accelerate']"
"""Approaching the roundabout, yield to traffic already inside, then take the second exit towards the business district. Look out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the roundabout, yield to incoming traffic, then take the second exit towards the mountain range. Stay in the right lane and follow the signs for the scenic overlook. Slow down as you approach the viewpoint parking lot.""","['Take Exit', 'Slow Down']"
"""Take the upcoming roundabout and continue straight on the third exit, which will lead you to the famous Greenfield Park. Watch out for pedestrians crossing the street near the park entrance.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and continue on Main Street. Look out for the fountain on your right as a landmark to know you're on the correct path.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look for the blue billboard indicating the upcoming exit.""",['Take Exit']
"""Approaching the traffic circle, yield to the vehicles already inside, then take the second exit to continue on the main road. Look out for the landmark pink building on your right as a point of reference.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the coffee shop on the left as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to traffic already inside and take the second exit to continue on Elm Street. Watch for pedestrians crossing at the marked crosswalk.""",['Take Exit']
"""Approaching the roundabout, stay in the left lane and take the second exit towards the city center. Look out for pedestrians as you navigate through the roundabout safely.""",['Take Exit']
"""Approaching the traffic circle, yield to any oncoming vehicles, then take the second exit to continue on Main Street. Watch out for pedestrians crossing at the crosswalk on your right.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Watch for pedestrians crossing near the fountain on the left side of the road.""",['Take Exit']
"""Take the next left onto Elm Street, then follow the winding road up the hill until you reach a three-way intersection. Turn right and continue straight past the park until you see the blue house with a red door on the left-hand side. Slow down as you approach it.""","['Turn Left', 'Turn Right', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on Main Street. Watch out for pedestrians in the crosswalk.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the residential area. Look out for pedestrians crossing the street near the park on your right and proceed with caution.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead following the signs for the city center. Look out for the prominent clock tower on your right as a visual marker of the correct route.""",['Take Exit']
"""Proceed through the roundabout and take the second exit, following the signs for downtown. Look for the tall clock tower ahead as your next reference point.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit onto Main Street. Continue straight until you reach the traffic lights at the intersection with Elm Avenue, where you will need to make a left turn.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit towards the downtown area. Watch out for pedestrians crossing the street near the fountain.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the town center. Look out for pedestrians crossing the street near the fountain as you navigate the roundabout.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already within the circle before proceeding to take the second exit. Look out for the statue of the city's founder as you make the turn.""",['Take Exit']
"""Approach the roundabout and take the second exit, staying in the left lane to continue towards the waterfront. Look out for the iconic lighthouse on your right as a landmark for the correct direction.""",['Take Exit']
"""Take the upcoming roundabout and exit at the second intersection, heading towards the mountains. Look for the tall radio tower on your right to confirm you're on the right path.""",['Take Exit']
"""Upon reaching the traffic circle, take the second exit and continue along the tree-lined avenue until you reach the pedestrian crossing. Yield to any crossing pedestrians before proceeding forward.""",['Take Exit']
"""Approaching the roundabout, take the second exit towards Main Street. Look for the blue building with a large clock on the corner. Proceed straight ahead after exiting the roundabout and watch out for pedestrian crossings.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to traffic already inside, then take the second exit towards the town center where you'll see the clock tower. Proceed straight through the next traffic light.""","['Take Exit', 'Go Straight']"
"""Approaching the roundabout, take the second exit and stay in the left lane. Look out for pedestrians as you navigate the pedestrian crossing ahead.""",['Take Exit']
"""Look out for the pedestrian crossing ahead, and be prepared to yield once you reach the designated crosswalk. After ensuring the safety of pedestrians, continue straight on the road towards the tall office building in front of you.""",['Go Straight']
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit to stay on the main road. Look out for the blue signage indicating the upcoming rest area for a quick restroom break.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic from your left and take the third exit. Look out for the large statue of a local hero on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Look out for the large fountain in the center as a landmark to guide your turn.""",['Take Exit']
"""Approaching the roundabout, yield to any incoming traffic from the left and proceed straight ahead at the second exit, following the direction towards the beach boardwalk.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit towards downtown. Look out for the landmark church with the blue roof on your left as you navigate the roundabout.""",['Take Exit']
"""Approaching the traffic circle, yield to the vehicles already inside, then take the second exit towards downtown. Look out for the tall clock tower on your right as a landmark.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, following the signs for downtown. Look for the clock tower on your right as a landmark to ensure you're heading in the correct direction.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to traffic already on the circle, then take the second exit to continue on the main road. You'll pass a red-bricked church on your right as you exit.""",['Take Exit']
"""Make a left turn at the traffic light after the bridge, and continue driving until you reach the scenic viewpoint on the right side. Slow down and pull over to allow passengers to enjoy the view before proceeding.""","['Turn Left', 'Slow Down']"
"""Approaching the roundabout, yield to any incoming traffic and take the second exit towards the downtown area. Look out for the clock tower as a prominent landmark on your right side that signifies the correct turn.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit towards the city center. As you exit the roundabout, watch out for pedestrians crossing the street.""",['Take Exit']
"""Follow the curve ahead and take the second exit at the roundabout, heading towards the lake. Once you reach the stop sign, make a left turn onto Maple Street and proceed for two blocks before making a right onto Elm Avenue. Your destination will be on the left, marked by a large red mailbox.""","['Turn Left', 'Turn Right', 'Take Exit']"
"""Approaching the roundabout, yield to oncoming traffic to your left, then take the second exit towards the city center. Look out for the tall office building on your right as a landmark for the correct turn.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and then take the second exit. After exiting, stay in the middle lane for two more blocks and turn left at the traffic light just before the park entrance.""","['Turn Left', 'Take Exit', 'Go Straight']"
"4. ""In 500 feet, make a left turn at the traffic light after the large oak tree. Continue for two blocks and then make a slight right onto Main Street. Watch for pedestrians crossing.""",['Turn Left']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the city center. Look out for the statue of the town founder on your right as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming vehicles and take the second exit. Look out for the blue landmark building on your right as you exit and continue straight on the avenue.""",['Take Exit']
"""Approaching the roundabout, yield to the oncoming traffic and take the second exit towards the city center. Look out for the landmark clock tower ahead as you navigate through the roundabout.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic, then take the second exit towards downtown. Look out for pedestrians crossing the street near the fountain as you navigate the intersection.""",['Take Exit']
"""Approaching the roundabout, yield to the vehicles already inside, then take the second exit towards the residential area. Look out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit to your right towards the residential area. Continue straight for 500 meters until you reach the stop sign at the crossroads, then make a left turn onto Maple Street.""",['Take Exit']
"""Approaching the roundabout, yield to traffic already in the circle, then take the second exit. Watch out for pedestrians crossing on the crosswalk as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to incoming traffic then take the second exit towards downtown. Watch out for the pedestrian crossing as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to incoming traffic and take the second exit to continue on the main road. The large clock tower will be on your right as you exit.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic from the left, then take the second exit towards the city center. Look out for pedestrians crossing at the zebra crossing.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the waterfront park. Once through the roundabout, continue straight ahead until you reach the stop sign at the intersection with Maple Street. Turn left onto Maple Street and proceed two blocks ahead to reach your destination at the red-brick building on the right side.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead. Look out for the blue landmark sculpture on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout ahead, yield to oncoming traffic and proceed straight through the second exit. Look out for pedestrians crossing near the fountain in the center of the roundabout.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and continue straight on Main Street. Look for the blue building on the right, that's your next turn. Turn left right after passing the blue building and proceed down the narrow lane as it curves to the right.""","['Turn Left', 'Turn Right', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit onto Main Street. Continue straight for half a mile until you reach the traffic lights at the intersection with Oak Avenue. Turn left at the lights and proceed onwards, watching for pedestrians crossing at the crosswalk ahead.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, take the second exit and follow the signs for the city center. Look out for the red brick building on your right as a visual cue to turn.""",['Take Exit']
"""Proceed through the traffic light ahead, and then take the second left onto Maple Street just after the park with the large fountain. Watch out for pedestrians crossing the street.""",['Turn Left']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit to stay on the main road. You will see a blue billboard on your right as you exit the circle.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Look out for the tall statue of the town's founder on your right as you exit the roundabout.""",['Take Exit']
"""Navigate through the roundabout and take the second exit, after passing the tall clock tower on your right. Continue straight ahead until you reach the traffic lights, then make a left turn.""",['Take Exit']
"""Approaching the roundabout, take the second exit, then continue straight on Main Street until you reach the traffic light at the intersection with Oak Avenue. Make a left turn and follow the road for 2 miles until you arrive at the park entrance. Slow down and yield to pedestrians in the crosswalk before proceeding.""","['Turn Left', 'Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to incoming traffic from the left and exit at the second exit, heading towards the mountains. Watch for pedestrians crossing the street as well.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic from your left, then take the third exit to continue on Main Street.""",['Take Exit']
"""Continue straight through the roundabout and take the second exit onto Main Street. Look out for the clock tower on your right as a landmark to know you're on the right path.""","['Take Exit', 'Go Straight']"
"""Stay in the left lane and follow the curve of the road as you approach the bridge. Once you cross the bridge, take the second exit on the roundabout, heading towards the mountains in the distance.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit towards the residential area. Watch out for pedestrians crossing at the crosswalk on your right.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street. Look out for the blue building on the right side as a reference point before turning left at the upcoming traffic light.""",['Take Exit']
"""Approaching the roundabout, take the second exit and follow the signs for downtown. Once you enter the city center, look for the tall clock tower on your right to know you're on the correct road.""",['Take Exit']
"""Proceed straight through the roundabout and take the second exit, then follow the road as it curves to the left and passes by the park on your right.""","['Take Exit', 'Go Straight']"
"""Approaching the traffic circle, yield to vehicles already inside, then take the third exit onto Main Street. Look out for the tall clock tower on your right as a landmark for reference.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Continue straight for 1.5 miles, then make a left turn at the traffic light onto Elm Street. Look out for the tall clock tower on your right as a landmark indicator.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the traffic circle, yield to vehicles already inside, and take the second exit onto Main Street. Watch for pedestrians at the crosswalk.""",['Take Exit']
"""Navigate through the roundabout ahead, take the second exit, and continue straight on Main Street. Look out for the red brick building with a clock tower on your right as a landmark for your turn.""",['Take Exit']
"""Follow the curve to the left after the traffic light, and then make a gradual right turn at the roundabout marked with a large sculpture in the center.""","['Turn Left', 'Turn Right']"
"""Take the upcoming roundabout and exit at the third turn to continue on Main Street. Look out for the blue apartment building on your left as a landmark.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already in the circle, then take the second exit on your right towards the residential area. Watch out for pedestrians crossing the street.""",['Take Exit']
"""Proceed straight ahead for 2 miles until you reach the roundabout with the fountain in the center. Take the second exit to continue on Main Street and watch out for pedestrians crossing.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Watch out for pedestrians crossing at the crosswalk.""",['Take Exit']
"""Take the upcoming left turn at the traffic light, make sure to yield to pedestrians in the crosswalk, and continue straight until you reach the roundabout near the city park. Enter the roundabout and take the second exit to stay on the main road.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to the incoming traffic on your left before entering and taking the second exit. Look out for the white church building on your right as a visual marker for the correct exit.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Watch for pedestrians crossing at the crosswalk near the park entrance on your right.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on Main Street. Look out for the park on your right as you proceed.""",['Take Exit']
"""Approaching the traffic circle, yield to incoming traffic before proceeding straight towards the third exit. Look out for the statue of the city's founder on your right as you exit the circle.""",['Take Exit']
"""Upon reaching the traffic circle, take the second exit, following the signs for downtown. Continue straight ahead until you approach the bridge, then maintain a safe following distance behind the car in front of you.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Stay in the middle lane until you pass the park on your right, then switch to the right lane and prepare to turn onto Main Street.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Watch out for pedestrians crossing at the zebra crossing right after exiting the roundabout.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming vehicles and merge into the outer lane to take the second exit. Watch for pedestrians as you navigate through the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic from your left, and take the second exit to continue on Main Street.""",['Take Exit']
"""Approaching the roundabout, yield to traffic on your right, then take the second exit to continue on Main Street. Look for the blue building with the neon sign as a reference point for the correct turn.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead until you reach the traffic lights at the university campus. Make a left turn onto Maple Street and look out for the pedestrian crossing.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to oncoming traffic before proceeding to the third exit leading to the downtown area. Watch out for pedestrians crossing the street near the fountain in the center of the roundabout.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight through the shopping district. Look out for the traffic lights ahead and make sure to stop when they turn red.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to vehicles already in the circle, then take the second exit towards the downtown area. Look out for pedestrians crossing at the crosswalk up ahead.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards downtown. Look for the clock tower on your right as you enter the main square.""",['Take Exit']
"""Take the upcoming roundabout and exit at the third turn, then continue straight on Main Street until you reach the traffic light by the library. Make a left turn at the light and proceed through the intersection.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight past the park on your right. Look out for the pedestrian crossing ahead and be prepared to yield if anyone is waiting to cross.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic before entering, and take the second exit to continue on the main road. Look out for the large sculpture on the right as a marker.""",['Take Exit']
"""Take the upcoming roundabout, go straight through the second exit, and then make a sharp left turn on Main Street where you'll see the red brick clock tower.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit to continue on the main road. Look out for the large red sculpture on the right side for a visual cue.""",['Take Exit']
"""Approaching the traffic circle, yield to incoming vehicles from your left, then take the second exit to continue on the main road. Watch out for pedestrians crossing.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic from your left and take the second exit. Activate your left turn signal as you exit the roundabout and continue straight ahead past the green park.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic, then take the second exit to continue on the main road. Watch for pedestrians crossing on the crosswalk to your right.""",['Take Exit']
"""Approaching the roundabout, yield to the right and take the second exit. Follow the road as it curves to the left and watch for pedestrians crossing at the crosswalk ahead.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit towards the business district. Watch out for pedestrians crossing the street near the fountain in the center.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic coming from the left and then take the second exit onto Main Street. Watch for pedestrians and cyclists in the crosswalk.""",['Take Exit']
"""Proceed through the roundabout and take the second exit, then follow the winding road up the hill until you reach the scenic overlook. Slow down to allow passengers to take photos.""","['Take Exit', 'Slow Down']"
"""Approaching the roundabout, yield to incoming traffic from the left, then take the second exit to continue on the main road. Look out for the landmark clock tower right after the roundabout to ensure you're on the correct path.""",['Take Exit']
" ""Continue through the roundabout and take the second exit, heading towards the mountains. Look for the blue landmark sign indicating the scenic viewpoint ahead, and start decelerating gradually as you approach it.""","['Take Exit', 'Slow Down']"
"""Approaching the traffic circle, yield to any vehicles already inside, and take the second exit to continue on the main road. Look out for the tall clock tower on your right as a key landmark for the turn.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to any oncoming traffic and take the second exit to continue on the main road. Look out for the tall clock tower on your left as a visual reference point.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the statue of the town's founder on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to any vehicles already in the circle, then take the second exit leading towards the mountains. Watch out for pedestrians crossing at the crosswalk nearby.""",['Take Exit']
"4. ""Approaching the roundabout, yield to any incoming traffic from the left before smoothly entering and following the road to the second exit.""",['Take Exit']
"""Proceed through the traffic circle, take the second exit, and continue straight on Main Street. Look for the blue building with a large clock on your right, which marks the turn for the hospital entrance. Slow down and prepare to turn right after passing the building.""","['Turn Right', 'Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the upcoming roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Look out for the iconic clock tower on your left as a reference point for the turn.""",['Take Exit']
